회차,교시,번호,문제명,대분류,핵심 키워드,난이도
126,3,4,전기자동차 충전시설 설치 설계도서 작성 시 고려사항,5. 신재생/신기술,EV 충전인프라 설계지침,중
126,3,5,조명 설비 설계 시 에너지 절약 대책 및 제어 방법 설명,4. 부하 설비,조명 에너지절약 조광제어,하
126,3,6,변압기 병렬 운전 조건 및 불일치 시 영향 설명,3. 수배전 설비,변압기 병렬운전 순환전류,중
126,4,1,서지보호장치(SPD)의 선정 및 설치 방법(KEC 기준),6. KEC/접지/방재,SPD 선정기준 KEC 설치방법,중
126,4,2,유도전동기 기동 방식 종류 및 장단점 비교 설명,4. 부하 설비,유도전동기 기동법 비교,하
126,4,3,전기 설비의 내진 설계 및 방진 대책 설명,6. KEC/접지/방재,전기설비 내진설계 면진대책,중
126,4,4,데이터센터(Data Center) 전력 공급 시스템 신뢰도 향상 방안,8. 법규/설계,데이터센터 이중화 시스템 신뢰도,상
126,4,5,KEC에 따른 저압 전로의 절연 저항 및 내압 시험 기준,6. KEC/접지/방재,KEC 절연저항 시험전압,중
126,4,6,스마트 그리드(Smart Grid) 구성 요소 및 기대 효과 설명,5. 신재생/신기술,스마트그리드 지능형 전력망,중
127,1,1,조명 설계 시 고려되는 균제도(Uniformity Ratio) 설명,4. 부하 설비,균제도 조도분포,하
127,1,2,수용가 전력설비 계획 시 수용률 부등률 부하율 계산식 및 변압기 용량 결정 과정,3. 수배전 설비,변압기 용량결정 수용률 부등률,중
127,1,3,비상용 승강기가 가져야 할 안전장치 설명,4. 부하 설비,비상용 승강기 안전장치,하
127,1,4,변전설비 설계 시 변압기 2차 측의 이중모선 방식 설명,3. 수배전 설비,이중모선 방식 모선보호,중
127,1,5,분산형 전원을 저압계통 연계 시 직류유출방지 기준 및 제한 값 비교,5. 신재생/신기술,직류유출방지 계통연계기준,상
127,1,6,KEC에 따른 접지시스템의 구분(계통접지 보호접지 피뢰시스템접지) 설명,6. KEC/접지/방재,KEC 접지시스템 구분,중
127,1,7,서지보호장치(SPD)의 정격전압과 최대연속사용전압(Uc) 설명,6. KEC/접지/방재,SPD Uc 정격전압,중
127,1,8,고압 및 특고압 전로의 절연내력시험 전압 기준 설명,3. 수배전 설비,절연내력시험 전압기준,하
127,1,9,동기발전기의 병렬운전 조건 및 불일치 시 나타나는 현상,3. 수배전 설비,발전기 병렬운전 동기화전류,상
127,1,10,전기설비의 방폭구조 중 내압방폭구조와 본질안전방폭구조 비교,6. KEC/접지/방재,내압방폭 본질안전방폭,중
127,1,11,공동주택의 화재보호용 아크차단기(AFCI) 설치기준 및 필요성,6. KEC/접지/방재,아크차단기 AFCI 전기화재,상
127,1,12,건물 에너지 효율 향상을 위한 에너지관리시스템(EMS) 구성 및 기능,7. 에너지/진단,BEMS EMS 에너지효율,하
127,1,13,스마트 그리드(Smart Grid) 핵심기술 중 원격검침인프라(AMI) 설명,5. 신재생/신기술,AMI 스마트그리드 양방향통신,중
127,2,1,전력 계통 고장전류 계산 시 %Z법과 Ohms법 비교 및 계산 사례,2. 전력 계통,%Z법 옴법 고장계산,상
127,2,2,무부하 동기발전기 1선 지락 시 고장전류 및 단자전압 계산(대칭좌표법),2. 전력 계통,대칭좌표법 1선지락계산,상
127,2,3,수배전반 설계 시 전력용 콘덴서 및 직렬리액터 용량 선정 방법,3. 수배전 설비,진상콘덴서 직렬리액터 용량산정,중
127,2,4,건축물 전기설비의 내진 설계 기준 및 기기별 고정 방법 설명,6. KEC/접지/방재,내진설계 가속도계수 고정대책,중
127,2,5,조명 설비 설계 시 에너지 절약형 광원 및 제어 시스템 적용 방안,4. 부하 설비,조명 에너지절약 고효율기기,하
127,2,6,KEC 기반 저압 전로의 과전류 보호 설계 및 차단기 선정 방법,6. KEC/접지/방재,KEC 과전류보호 차단기선정,상
127,3,1,단락전류 계산방법과 단락전류 억제 대책(계통 분할 한류리액터 등),2. 전력 계통,단락전류 억제대책 한류리액터,중
127,3,2,전기저장장치(ESS)의 구성 요소 및 전력 계통 활용 분야별 효과,5. 신재생/신기술,ESS 계통활용 피크컷,중
127,3,3,전력용 변압기의 효율 관리 및 부하율에 따른 손실 최소화 운영 방안,3. 수배전 설비,변압기 효율관리 부하율최적화,상
127,3,4,전기자동차 충전시설 설치 시 화재 안전 대책 및 KEC 시설 기준,5. 신재생/신기술,EV 충전시설 화재안전 KEC,중
127,3,5,공동주택 세대 내 지능형 홈네트워크 설비 설치 및 기술 기준 설명,8. 법규/설계,홈네트워크 설치기준 월패드,하
127,3,6,보호계전 시스템의 보호 협조 원칙 및 변압기-차단기 간 보호 협조,3. 수배전 설비,보호협조 선택차단 정정한도,상
127,4,1,접지 시스템 설계 시 대지저항률 측정 및 접지저항 계산식 유도,6. KEC/접지/방재,접지저항 유도식 대지저항률,상
127,4,2,연료전지의 발전 원리 종류별 특징 및 건축물 적용 시 고려사항,5. 신재생/신기술,연료전지 원리 PAFC SOFC,중
127,4,3,수변전실 위치 선정 시 건축/전기/환경적 고려사항 및 면적 산정,8. 법규/설계,수변전실 위치선정 면적결정,중
127,4,4,전력 케이블의 열화 원인 및 진단 방법(VLF 유전正接 등),3. 수배전 설비,케이블 열화진단 VLF 절연진단,상
127,4,5,조명 설계 시 눈부심(Glare) 종류 및 평가 지수(UGR) 설명,4. 부하 설비,글레어 평가 UGR 눈부심대책,중
127,4,6,데이터센터(Data Center) 전력 공급 신뢰도 지표(Tier) 및 이중화 구성,8. 법규/설계,데이터센터 Tier 인증 이중화,상
128,1,1,R-L-C 직렬 회로 최대 전류 시 각 소자 전압 및 소비전력 계산,1. 기초 이론,R-L-C 직렬공진 전력계산,상
128,1,2,환류 다이오드(Free Wheeling Diode) 정의 및 목적 적용효과,1. 기초 이론,환류 다이오드 역기전력 방지,중
128,1,3,비상조명등 설치 시 고려사항 설명,4. 부하 설비,비상조명등 화재안전기준,하
128,1,4,KS C IEC 60449에 의한 건축전기설비 전압밴드 설명,8. 법규/설계,전압밴드 Voltage Band,하
128,1,5,전력퓨즈 역할/종류 및 변압기 과부하보호장치 적용 비교,3. 수배전 설비,전력퓨즈 PF 변압기 보호,중
128,1,6,건축물 전기설비 외함 보호등급(IP) 및 시험방법,8. 법규/설계,IP 등급 외함보호시험,중
128,1,7,전선로의 정전용량(작용/선간/대지 정전용량) 설명,1. 기초 이론,작용 정전용량 선간 대지,중
128,1,8,접지시스템 구성요소(접지극 보호도체 등) 용어 설명,6. KEC/접지/방재,KEC 접지시스템 용어,하
128,1,9,고압 및 특고압 전로 절연내력시험 전압 기준,6. KEC/접지/방재,절연내력시험 시험전압,하
128,1,10,전기설비 안전등급 지정기준 및 등급별 시설상태,8. 법규/설계,전기설비 안전등급 관리,중
128,1,11,이차전지 이용 ESS 제어 및 보호장치 시설기준,5. 신재생/신기술,ESS 보호장치 시설기준,상
128,1,12,수소연료전지 발전원리 및 구성요소 특징 설명,5. 신재생/신기술,연료전지 발전원리 SOFC,중
128,1,13,스마트 그리드(Smart Grid) 구성요소 및 기대효과,5. 신재생/신기술,스마트그리드 지능형 전력망,하
128,2,1,건축물 수변전실 위치선정 및 건축/환경/전기적 고려사항,8. 법규/설계,수변전실 위치선정 면적결정,중
128,2,2,송전단 전압 및 선로 임피던스에 따른 수전단 전압 계산,2. 전력 계통,전압강하 계산 전압변동률,상
128,2,3,전력용 콘덴서 보호 방식(내부/외부 소자 보호),3. 수배전 설비,콘덴서 보호방식 NVS 방식,중
128,2,4,분산형전원 계통 연계 시 보호협조 및 전력품질 영향,5. 신재생/신기술,분산형전원 계통연계 보호협조,상
128,2,5,공동주택 전력간선 설계 시 부하산정 및 수용률 적용,3. 수배전 설비,공동주택 부하산정 수용률,중
128,2,6,전기설비 내진설계 및 면진/제진 시스템 설명,6. KEC/접지/방재,내진설계 면진 제진 대책,중
128,3,1,조도계산 시 광속법과 점광원/선광원/면광원 계산방법,4. 부하 설비,조도계산 광속법 축차계산법,중
128,3,2,건물 에너지 효율 향상을 위한 BEMS 구성 및 기능,7. 에너지/진단,BEMS 건물에너지관리시스템,하
128,3,3,전력용 변압기 손실(무부하손 부하손) 및 효율 관리 방안,3. 수배전 설비,변압기 손실 부하율 최적화,중
128,3,4,전기자동차 충전시설 설치 시 화재안전기준 및 시설방법,5. 신재생/신기술,EV 충전시설 화재대책 KEC,중
128,3,5,저압 모선 사고 시 1선 지락 및 3상 단락전류 계산,2. 전력 계통,고장전류 계산 %Z법 고장점전류,상
128,3,6,대칭 좌표법을 이용한 발전기 기본식 유도,1. 기초 이론,대칭좌표법 발전기 기본식,상
128,4,1,접지 시스템 설계 시 대지저항률 측정 및 접지저항 산출 유도,6. KEC/접지/방재,대지저항률 웨너4전극법 유도,상
128,4,2,연료전지 종류별 특징 및 건축물 적용 시 고려사항,5. 신재생/신기술,연료전지 PAFC SOFC 건축적용,중
128,4,3,수변전 설비 예방진단 기술 및 예방보전 체계 설명,3. 수배전 설비,수배전반 예방진단 RCM,상
128,4,4,전력 케이블의 수트리(Water Tree) 현상 및 진단 대책,3. 수배전 설비,XLPE 케이블 수트리 진단,중
128,4,5,조명 설계 시 눈부심(Glare) 평가 지수 및 저감 대책,4. 부하 설비,글레어 평가 UGR 눈부심방지,중
128,4,6,데이터센터(Data Center) 전력 공급 신뢰도 등급 및 이중화,8. 법규/설계,데이터센터 Tier 인증 시스템신뢰도,상
129,1,1,R-L-C 직렬회로의 직렬공진 정의 및 전압확대율 설명,1. 기초 이론,직렬공진 전압확대율 Q,중
129,1,2,무한히 긴 직선 도선 전류 I에 의한 자계의 세기 H 계산(암페어 법칙),1. 기초 이론,앙페르 법칙 자계의세기,중
129,1,3,초고층 빌딩 엘리베이터 대기시간 단축 설계 및 군관리 방식,4. 부하 설비,엘리베이터 군관리 대기시간,하
129,1,4,피뢰기를 피보호기기에 가까이 설치해야 하는 이유(수식 포함),3. 수배전 설비,피뢰기 이격거리 제한전압,상
129,1,5,고압차단기 정격차단전류(Isc)와 정격투입전류(Ip)의 관계(2.6배 이유),3. 수배전 설비,정격투입전류 비대칭계수,상
129,1,6,변류기(CT)의 이상현상 중 직류분 전류에 의한 영향 설명,3. 수배전 설비,CT 자기포화 직류오차,상
129,1,7,KEC에 따른 지중전선로의 매설방법 및 시설기준 설명,6. KEC/접지/방재,지중전선로 매설방법 KEC,하
129,1,8,교류회로에서 전선의 병렬 사용 시 시공 및 접속방법,3. 수배전 설비,병렬전선 포설방법 전류불평형,중
129,1,9,대칭좌표법에서 발전기의 기본식 유도 및 벡터도 설명,1. 기초 이론,대칭좌표법 발전기 기본식,상
129,1,10,전기설비의 방폭구조 중 본질안전방폭과 내압방폭 비교,6. KEC/접지/방재,본질안전방폭 내압방폭,중
129,1,11,전기자동차 충전시설의 안전장치 및 화재안전기준 설명,5. 신재생/신기술,EV 충전시설 화재대책,중
129,1,12,건물 에너지 효율 향상을 위한 BEMS의 기능 및 효과,7. 에너지/진단,BEMS 에너지효율화,하
129,1,13,스마트 그리드(Smart Grid)의 주요 구성 기술 및 서비스 설명,5. 신재생/신기술,스마트그리드 지능형전력망,하
129,2,1,수변전설비 계획 시 변압기 용량 산정 방법 및 부하 특성 고려사항,3. 수배전 설비,변압기 용량산정 수용률,중
129,2,2,"단락전류 계산의 목적과 계산 방법(%Z법, Ohms법) 비교 설명)",2. 전력 계통,단락전류 계산 %Z법 옴법,상
129,2,3,전력 계통 중성점 접지 방식별 지락고장 특성 및 보호방식 비교,2. 전력 계통,중성점 접지방식 비교 지락전류,중
129,2,4,건축물 전력 간선 설계 시 선정 기준 및 굵기 결정 절차,3. 수배전 설비,간선 굵기 선정 허용전류,중
129,2,5,조명 설계 시 글레어(Glare) 평가 방법 및 저감 대책 설명,4. 부하 설비,글레어 평가 UGR 눈부심,중
129,2,6,에너지저장장치(ESS)의 구성 요소 및 전력 계통 활용 분야별 장점,5. 신재생/신기술,ESS 시스템구성 계통활용,중
129,3,1,변압기 병렬 운전 조건 및 조건 불일치 시 영향과 대책,3. 수배전 설비,변압기 병렬운전 순환전류,중
129,3,2,분산형 전원 계통 연계 시 단독운전 방지 및 전력품질 영향,5. 신재생/신기술,단독운전 방지 전력품질,상
129,3,3,KEC 기반 접지 시스템의 설계 절차 및 접지저항 산출 유도,6. KEC/접지/방재,접지설계 절차 대지저항률,상
129,3,4,"전기설비 내진 설계 시 기기별(TR, 발전기) 고정 및 방진 대책",6. KEC/접지/방재,전기설비 내진설계 면진대책,중
129,3,5,"연료전지의 발전 원리 및 종류별(PAFC, SOFC 등) 특징 비교",5. 신재생/신기술,연료전지 발전원리 특징,중
129,3,6,데이터센터(Data Center) 전력 공급 신뢰도 지표 및 이중화 구성,8. 법규/설계,데이터센터 Tier 인증 이중화,상
129,4,1,KEC에서 규정하는 감전보호용 등전위본딩 시설 방법 설명,6. KEC/접지/방재,KEC 등전위본딩 감전보호,중
129,4,2,수전설비에서 보호계전기의 정정이 필요한 경우와 정정 방법 설명,3. 수배전 설비,보호계전기 정정 OCR,중
129,4,3,유도장해 현상(정전/전자 유도) 및 전력선/통신선측 대책 설명,2. 전력 계통,정전유도 전자유도 차폐효과,중
129,4,4,케이블 및 버스덕트 단락 시 기계적 강도 계산 및 전자력 영향,3. 수배전 설비,단락전자력 기계적강도 열적용량,상
129,4,5,전자파 적합성(EMC) 시험의 종류 및 대책 기술 설명,8. 법규/설계,EMC 시험 EMI EMS,중
129,4,6,제로에너지건축물 인증제도 정의 및 추진체계 절차 설명,7. 에너지/진단,제로에너지건축물 인증 추진절차,중
130,1,1,접지·절연·도체저항 및 KEC 저압전로 절연저항 기준,6. KEC/접지/방재,절연저항 기준 KEC,하
130,1,2,배광에 따른 조명방식 분류 및 용도,4. 부하 설비,조명방식 배광분류,하
130,1,3,수전 변압기 종류별 기계적 보호장치,3. 수배전 설비,변압기 기계적 보호,중
130,1,4,공동구 전기설비 설계기준(KDS 31 8520),8. 법규/설계,공동구 설계기준,중
130,1,5,케이블 동상 다수조 포설 시 불평형 원인 및 대책,6. KEC/접지/방재,동상 다수조 불평형,중
130,1,6,비상방송설비 3선식 배선 구성 및 설치기준,6. KEC/접지/방재,비상방송 3선식,중
130,1,7,태양광발전 인버터 기능 설명,5. 신재생/신기술,태양광 인버터,하
130,1,8,수변전 ATS와 CTTS 특성 비교,3. 수배전 설비,ATS CTTS 비교,중
130,1,9,발전기실 높이 및 기초 설계기준,3. 수배전 설비,발전기실 설계,하
130,1,10,"전력변환장치(AC-DC, DC-DC 등) 용어 설명",1. 기초 이론,전력변환 방식,하
130,1,11,KEC 기준 수용가설비 전압강하,6. KEC/접지/방재,KEC 전압강하,중
130,1,12,전자파 환경 EMI·EMS·EMC 설명,7. 에너지/진단,EMC 전자파환경,중
130,1,13,퍼킨제 효과 및 비시감도 곡선,4. 부하 설비,퍼킨제 효과 비시감도,상
130,2,1,KEC 기준 회전기·정류기·태양전지 절연내력 시험,6. KEC/접지/방재,절연내력 시험 KEC,중
130,2,2,단거리선로 전압강하 계산 및 벡터도 유도,2. 전력 계통,전압강하 수식유도,상
130,2,3,전력감시제어설비 구성·기능·도입효과,5. 신재생/신기술,전력감시제어,중
130,2,4,자연적 구성부재 활용 피뢰설비(수뢰부·인하도선·접지극),6. KEC/접지/방재,자연적 구성부재 피뢰,상
130,2,5,저압계통 과부하 보호협조 및 시설 위치,6. KEC/접지/방재,과부하 보호협조,중
130,2,6,다이나믹(Dynamic) UPS 시스템 구성 및 특성 비교,3. 수배전 설비,다이나믹 UPS,상
130,3,1,1회선 보호방식과 스폿 네트워크 보호방식 비교,3. 수배전 설비,스폿네트워크 보호,중
130,3,2,지능형 홈네트워크 설비 종류 및 설치방법,5. 신재생/신기술,홈네트워크 설비,중
130,3,3,항공등화 종류 및 2차 전원·전기 시스템,4. 부하 설비,항공등화 전원시스템,상
130,3,4,전력계통 ESS 필요성 및 설치 효과,5. 신재생/신기술,ESS 설치효과,하
130,3,5,고조파 발생원리 및 변압기·회전기 영향 대책,7. 에너지/진단,고조파 기기영향,중
130,3,6,오피스텔 22.9kV 접지설계 순서(IEEE Std 80),6. KEC/접지/방재,접지설계 IEEE 80,상
130,4,1,변압기 효율과 부하율 관계 및 유입·몰드 비교,3. 수배전 설비,변압기 효율 부하율,중
130,4,2,비상콘센트설비 화재안전기준(NFTC/NFPC 504),8. 법규/설계,비상콘센트 화재안전기준,중
130,4,3,리튬이온전지 특징 및 전기차 화재 진압 난이도 이유,5. 신재생/신기술,리튬이온전지 화재,상
130,4,4,전원장치 평활회로의 필요성 및 리플 잡음 영향,1. 기초 이론,평활회로 리플잡음,중
130,4,5,전기설비 배전전압·모선방식·배전방식,3. 수배전 설비,배전방식 모선방식,중
130,4,6,전기 방폭설비 위험장소 분류 및 기기 적용,6. KEC/접지/방재,방폭설비 위험장소,상
131,1,1,테브낭의 정리 및 회로 계산(부하전류 구하기),1. 기초 이론,테브낭의 정리 회로해석,상
131,1,2,비접지 국부등전위본딩의 개념,6. KEC/접지/방재,비접지 국부등전위본딩,중
131,1,3,고조파가 전기설비에 미치는 영향 및 저감대책,7. 에너지/진단,고조파 영향 및 대책,중
131,1,4,건축물 간선의 부하별 사용목적에 따른 분류,4. 부하 설비,간선의 분류,하
131,1,5,직렬 리액터 설치 시 콘덴서 단자 전압 상승현상,3. 수배전 설비,콘덴서 전압상승 리액터,중
131,1,6,배선용차단기(MCCB) 특징 및 주요 용어 설명,3. 수배전 설비,MCCB 정격 용어,하
131,1,7,케이블트레이 선정 기준(KEC),6. KEC/접지/방재,KEC 케이블트레이 선정,하
131,1,8,LED 면조명 직하방식과 엣지(Edge) 방식 비교,4. 부하 설비,LED 면조명 방식,하
131,1,9,육상 및 수상태양광 설비 비교 및 부유방식,5. 신재생/신기술,수상태양광 부유방식,중
131,1,10,초전도 원리 및 마이스너·조셉슨 효과,1. 기초 이론,초전도 마이스너 효과,상
131,1,11,배터리관리시스템(BMS)의 기능,5. 신재생/신기술,BMS 기능,중
131,1,12,IoT 기반 스마트 조명시스템,5. 신재생/신기술,IoT 스마트조명,중
131,1,13,변압기 병렬운전 시 부하분담 계산,3. 수배전 설비,변압기 부하분담 계산,중
131,2,1,변압기 임피던스 전압이 전기설비에 미치는 영향,3. 수배전 설비,임피던스 전압 영향,중
131,2,2,중성점 직접접지 및 비접지 전로의 지락보호,2. 전력 계통,지락보호 방식,중
131,2,3,K-Factor 및 THDF(변압기 고조파 경감계수),3. 수배전 설비,K-Factor 변압기,상
131,2,4,계기용 변류기 과전류정수 및 기계적 과전류강도,3. 수배전 설비,변류기 과전류강도,중
131,2,5,빌딩 분기선·간선 및 병렬도체 보호장치 설치,3. 수배전 설비,병렬도체 보호,중
131,2,6,주거환경·동식물·천공을 고려한 경관조명 설계,4. 부하 설비,경관조명 환경고려,상
131,3,1,코로나 방전 특성·장해 및 방지 대책,2. 전력 계통,코로나 방전 대책,중
131,3,2,"특별저압(SELV, PELV) 감전보호 요구사항",6. KEC/접지/방재,특별저압 감전보호,상
131,3,3,공동주택 전기자동차 충전설비 설계 시 고려사항,5. 신재생/신기술,전기차 충전설비 설계,중
131,3,4,유도전동기 기동 시 차동기 운전 및 게르게스 현상,4. 부하 설비,게르게스 현상,상
131,3,5,건물에너지관리시스템(BEMS) 개념·구성·기능,5. 신재생/신기술,BEMS 에너지관리,중
131,3,6,자연채광(집광) 시스템의 목적 및 종류,4. 부하 설비,자연채광 시스템,중
131,4,1,3상 농형 및 권선형 유도전동기 속도제어,4. 부하 설비,유도전동기 속도제어,중
131,4,2,무선충전기술 방식(전자유도·자기공명 등) 비교,5. 신재생/신기술,무선충전방식 비교,상
131,4,3,수소 에너지 제조·저장·수송 및 수소연료전지,5. 신재생/신기술,수소연료전지 기술,상
131,4,4,피뢰기 설치 시 전압 투과파 및 저항 R 계산,2. 전력 계통,투과파 저항 계산,상
131,4,5,저압 서지보호장치(SPD) 설치 장소 및 방법,6. KEC/접지/방재,SPD 설치기준,중
131,4,6,"제어용 차폐 케이블(CVV-S, SB) 유도장해 및 접지",7. 에너지/진단,차폐 케이블 접지,상
132,1,1,뇌 보호시스템(LPZ 선정 및 내부피뢰 대책),6. KEC/접지/방재,LPZ 내부피뢰,중
132,1,2,발전기실 선정 시 고려사항(KDS 31 10 21),3. 수배전 설비,발전기실 선정,하
132,1,3,특고압 수전설비 정전 순서 및 안전수칙,3. 수배전 설비,특고압 정전순서,하
132,1,4,수·변전실 전기설비 내진설계 방법,3. 수배전 설비,수변전 내진설계,중
132,1,5,무효전력 정의 및 과·부족 시 문제점과 대책,2. 전력 계통,무효전력 관리,중
132,1,6,고조파 왜형률(THD) 정의 및 역률과의 상관관계,7. 에너지/진단,THD 역률관계,중
132,1,7,보호계전기 신뢰도 향상 및 오동작 방지조건,3. 수배전 설비,보호계전기 오동작,중
132,1,8,배전 선로 전력손실률 및 승압 시 송전거리에 미치는 영향,2. 전력 계통,배전선로 승압,상
132,1,9,동기전동기의 구조 및 장단점,4. 부하 설비,동기전동기 특징,하
132,1,10,글레어(Glare) 평가방법 2가지 이상 설명,4. 부하 설비,글레어 평가,중
132,1,11,수중조명등 시설기준(KEC),6. KEC/접지/방재,수중조명등 KEC,중
132,1,12,풍력발전시스템 출력계수·주속비 의미 및 계산,5. 신재생/신기술,풍력발전 계산,상
132,1,13,감리원 배치 현황 및 변경 신고 제출서류,8. 법규/설계,감리원 배치신고,하
132,2,1,간이수전설비와 정식수전설비 비교(단선도 및 특징),3. 수배전 설비,수전설비 비교,중
132,2,2,전력설비(수변전·조명·동력) 에너지 절감 방안,7. 에너지/진단,전력설비 에너지절감,중
132,2,3,엘리베이터 설치대수 산정 및 설계 고려사항,4. 부하 설비,엘리베이터 대수산정,상
132,2,4,정전계·정자계 대응관계 및 전자기파 발생이론,1. 기초 이론,전자기파 이론,상
132,2,5,전력케이블 차폐층 역할 및 접지방식,3. 수배전 설비,케이블 차폐층접지,중
132,2,6,온도방사 3법칙 및 파센의 법칙·페닝 효과,1. 기초 이론,온도방사 파센법칙,상
132,3,1,영상전류 검출방식(잔류회로·3권선·ZCT·SGR),3. 수배전 설비,영상전류 검출,상
132,3,2,축전지 설치목적 및 용량 산정 방식,3. 수배전 설비,축전지 용량산정,하
132,3,3,U-City와 Smart-City 개념 비교 및 연계서비스,5. 신재생/신기술,스마트시티 통합플랫폼,상
132,4,4,암페어의 주회적분법칙 및 자계의 세기 유도,1. 기초 이론,주회적분법칙 자계유도,중
132,4,5,배선설비 허용전류 선정 시 고려사항(KEC),6. KEC/접지/방재,KEC 허용전류,중
132,4,6,전동기 제동 목적 및 전기적 제동 방법,4. 부하 설비,전동기 제동방법,중
132,4,1,전력케이블 충전전류 발생원인·영향·대책,2. 전력 계통,케이블 충전전류,상
132,4,2,전기방식 부식 메커니즘 및 종류,7. 에너지/진단,전기방식 부식방지,상
132,4,3,아라고 원판 회전원리 및 3상 유도전동기 회전자계,4. 부하 설비,아라고원판 회전자계,중
132,4,4,태양광발전설비 직류 전로 지락차단장치 시설방법,5. 신재생/신기술,태양광 지락차단,중
132,4,5,의료장소 보호설비와 접지설비,6. KEC/접지/방재,의료장소 접지,상
132,4,6,전력용 콘덴서 설치목적·문제점·고조파 대책,3. 수배전 설비,콘덴서 고조파억제,중
133,1,1,구내 유선망 LAN 구성요소 및 설계 고려사항,5. 신재생/신기술,LAN 설계,중
133,1,2,저압용 과전류 보호장치의 종류와 특성,3. 수배전 설비,과전류 보호장치,하
133,1,3,수동필터와 능동필터 특징 비교,7. 에너지/진단,고조파 필터 비교,중
133,1,4,TN-S계통과 TT계통의 고장전류 및 뇌서지 비교,6. KEC/접지/방재,접지계통 비교,중
133,1,5,전기재료 고유특성(유전율·투자율·전도율),1. 기초 이론,재료 고유특성,하
133,1,6,ESS 시설기준 및 전용건물 외 시설 고려사항(KEC),6. KEC/접지/방재,KEC ESS 시설기준,중
133,1,7,3상 유도전동기 Y-△ 및 기동보상기 기동방식,4. 부하 설비,유도전동기 기동방식,하
133,1,8,노이즈 방지용 변압기 종류·구조·특징,3. 수배전 설비,노이즈 방지 변압기,중
133,1,9,무정전전원장치(UPS) 용량 설계 시 고려사항,3. 수배전 설비,UPS 용량 설계,중
133,1,10,버스덕트시스템 특징 및 공사 시 유의사항,3. 수배전 설비,버스덕트 시스템,하
133,1,11,비상용 엘리베이터 특징 및 설치 기준(건축법),4. 부하 설비,비상용 엘리베이터,중
133,1,12,조명용어(휘도·순응·연색성) 설명,4. 부하 설비,조명용어,하
133,1,13,전기회로와 자기회로의 대응성,1. 기초 이론,자기회로 대응성,중
133,2,1,계기용 변성기 종류 및 특성,3. 수배전 설비,계기용 변성기,중
133,2,2,전력용 콘덴서 역률 개선 효과 및 주의사항,3. 수배전 설비,콘덴서 역률개선,하
133,2,3,초고층 빌딩 화재 시 엘리베이터 피난 및 안전장치,4. 부하 설비,초고층 피난 엘리베이터,상
133,2,4,변압기 단락강도 시험 및 대칭단락전류 계산(ANSI/IEC),3. 수배전 설비,단락강도 시험,상
133,2,5,전원의 자동차단 보호대책 중 IT계통(KEC),6. KEC/접지/방재,KEC IT계통 보호,중
133,2,6,단상 유도전동기 원리 및 기동 방법,4. 부하 설비,단상 유도전동기,중
133,3,1,서지보호장치(SPD) 분류·외부분리기·접지방식 차이,6. KEC/접지/방재,SPD 접지방식,상
133,3,2,지중케이블 열화요인 및 저압전로 절연성능기준,2. 전력 계통,지중케이블 열화,중
133,3,3,배전설비 설계 흐름도 및 각 항목 고려사항,3. 수배전 설비,배전설비 설계흐름,중
133,3,4,교류 저압배전방식 종류 및 특징 비교,3. 수배전 설비,저압배전방식,중
133,3,5,순시전압강하(Sag)·순시정전·플리커 영향 및 대책,7. 에너지/진단,전력품질 저해현상,상
133,3,6,변압기 손실 종류·저감대책 및 효율,3. 수배전 설비,변압기 손실저감,중
133,4,1,눈부심(Glare) 원인과 종류,4. 부하 설비,눈부심 종류,하
133,4,2,태양광용 인버터 회로 방식 및 기능,5. 신재생/신기술,태양광 인버터 기능,중
133,4,3,전기자동차 전원·충전장치 및 방호장치 시설기준(KEC),5. 신재생/신기술,KEC 전기차 시설기준,상
133,4,4,침입 발견설비의 종류·시설조건 및 검출기 특징,5. 신재생/신기술,침입 발견설비,상
133,4,5,변전실 설계 고려사항·배치방식·면적 산출,3. 수배전 설비,변전실 면적산출,중
133,4,6,IBS(Intelligent Building System) 의미·구성·효과,5. 신재생/신기술,IBS 지능형빌딩,중
134,1,1,조명용어 중 연색성과 색온도,4. 부하 설비,연색성·색온도,하
134,1,2,직렬리액터 설치 시 문제점 및 대책,3. 수배전 설비,직렬리액터,중
134,1,3,상주 및 비상주 감리원의 업무와 권한,8. 법규/설계,감리원 업무권한,하
134,1,4,R-L 직렬회로 과도현상 해석(미분방정식·라플라스),1. 기초 이론,RL직렬회로 과도현상,중
134,1,5,ZnO형 피뢰기의 열폭주 현상,6. KEC/접지/방재,피뢰기 열폭주,중
134,1,6,지능형 전력계량시스템(AMI) 구성 및 효과,5. 신재생/신기술,AMI 원격검침,중
134,1,7,UPS와 BESS의 비교(설치목적·구성·원리),5. 신재생/신기술,UPS BESS 비교,중
134,1,8,비상용 디젤발전기의 정격출력 3가지,3. 수배전 설비,발전기 정격출력,중
134,1,9,SPD 시설방법 및 등급별 최소 단면적,6. KEC/접지/방재,SPD 단면적,중
134,1,10,수평트레이 케이블 포설 시설기준(KEC),6. KEC/접지/방재,케이블트레이 KEC,하
134,1,11,"보호등급(IK, IP) 및 전기차 충전장치 적용",6. KEC/접지/방재,IK·IP 등급,중
134,1,12,내진 면진 및 제진의 정의,8. 법규/설계,내진설계 정의,하
134,1,13,터널조명 글레어 제한과 플리커효과 규제,4. 부하 설비,터널조명 규제,상
134,2,1,BLDC 전동기 원리·구조·속도제어,4. 부하 설비,BLDC 전동기,중
